Orthogroup,protA,protB,dist_codon
OG0007327,KAF1461260.1,KAF1416297.1,0.009103789262223704
OG0007363,KAF1461553.1,KAF1408607.1,0.009103789262223702
OG0008440,KAF1435751.1,KAF1442567.1,0.00909538461953571
OG0005371,KAF1443449.1,KAF1424703.1,0.009094620979891284
OG0005482,KAF1454212.1,KAF1452765.1,0.009090909090909092
OG0007645,KAF1444306.1,KAF1430609.1,0.00909090909090909
OG0010093,KAF1445278.1,KAF1459964.1,0.00909090909090909
OG0010398,KAF1435859.1,KAF1460021.1,0.00906708264854018
OG0006284,KAF1454112.1,KAF1459905.1,0.00906547155367369
OG0007733,KAF1454101.1,KAF1443376.1,0.00906547155367369
OG0004287,KAF1437015.1,KAF1448417.1,0.009065471553673689
OG0008279,KAF1460232.1,KAF1443517.1,0.009065471553673689
OG0010035,KAF1444504.1,KAF1436295.1,0.009065471553673689
OG0004803,KAF1452316.1,KAF1415238.1,0.009065471553673687
OG0008147,KAF1459073.1,KAF1454264.1,0.009065471553673687
OG0008578,KAF1449018.1,KAF1444484.1,0.009065471553673687
OG0004191,KAF1446310.1,KAF1453429.1,0.009065471553673685
OG0007926,KAF1455784.1,KAF1420314.1,0.009065471553673685
OG0004431,KAF1467998.1,KAF1443880.1,0.009061016207824379
OG0009739,KAF1451045.1,KAF1398653.1,0.009060967507645786
OG0010553,KAF1453748.1,KAF1434877.1,0.009060967507645786
OG0008249,KAF1437652.1,KAF1461019.1,0.009059703115675404
OG0010440,KAF1432700.1,KAF1405923.1,0.009049773755656106
OG0007899,KAF1452057.1,KAF1454712.1,0.009038707537945308
OG0010457,KAF1459423.1,KAF1457401.1,0.009038707537945306
OG0008758,KAF1440182.1,KAF1397352.1,0.009038707537945305
OG0006012,KAF1454968.1,KAF1456190.1,0.009037819774816285
OG0010012,KAF1445871.1,KAF1445538.1,0.009036996143356648
OG0007606,KAF1455153.1,KAF1447771.1,0.009036508385770576
OG0006150,KAF1437568.1,KAF1398157.1,0.009025646489248288
OG0007282,KAF1440619.1,KAF1434439.1,0.009009338063157775
OG0007824,KAF1457283.1,KAF1440903.1,0.009009009009009012
OG0009279,KAF1449859.1,KAF1424672.1,0.009009009009009009
OG0004575,KAF1443215.1,KAF1434200.1,0.00900772969664392
OG0005141,KAF1461625.1,KAF1428196.1,0.009007729696643919
OG0007936,KAF1451994.1,KAF1412606.1,0.009007729696643917
OG0007091,KAF1460416.1,KAF1438519.1,0.009007729696643915
OG0008952,KAF1441112.1,KAF1441460.1,0.009007729696643915
OG0008330,KAF1440340.1,KAF1399617.1,0.009005476995526389
OG0007452,KAF1452870.1,KAF1457726.1,0.008990490139297454
OG0005786,KAF1454955.1,KAF1443364.1,0.008979133729352986
OG0007321,KAF1461261.1,KAF1416298.1,0.008979133729352983
OG0008073,KAF1444099.1,KAF1420308.1,0.008979133729352983
OG0004223,KAF1452707.1,KAF1409719.1,0.00897248990030468
OG0009381,KAF1448259.1,KAF1427698.1,0.00897248990030468
OG0009591,KAF1455164.1,KAF1456166.1,0.008968609865470855
OG0007373,KAF1461525.1,KAF1420839.1,0.008968609865470852
OG0006202,KAF1460106.1,KAF1411096.1,0.00896860986547085
OG0009410,KAF1452077.1,KAF1413454.1,0.008950718749196807
OG0007964,KAF1459333.1,KAF1430601.1,0.008950718749196805
OG0008774,KAF1437481.1,KAF1421488.1,0.008950718749196805
OG0006604,KAF1462501.1,KAF1447996.1,0.008950718749196803
OG0006865,KAF1455695.1,KAF1422819.1,0.008950718749196803
OG0007151,KAF1450198.1,KAF1451119.1,0.008950718749196803
OG0004519,KAF1458594.1,KAF1453160.1,0.008939743586799921
OG0003935,KAF1462234.1,KAF1452805.1,0.008928571428571428
OG0006002,KAF1452011.1,KAF1404517.1,0.008928571428571428
OG0008549,KAF1452813.1,KAF1434720.1,0.008928571428571426
OG0010393,KAF1435820.1,KAF1460011.1,0.008922483043363376
OG0010524,KAF1466526.1,KAF1408656.1,0.008922483043363374
OG0005712,KAF1455885.1,KAF1455115.1,0.008907235428302466
OG0007381,KAF1461529.1,KAF1431952.1,0.008897375300562402
OG0004449,KAF1457972.1,KAF1454234.1,0.008894424920585509
OG0007914,KAF1447825.1,KAF1397186.1,0.008894424920585503
OG0009629,KAF1443290.1,KAF1434065.1,0.008894424920585503
OG0010195,KAF1447693.1,KAF1429176.1,0.008894424920585503
OG0004158,KAF1448817.1,KAF1458851.1,0.008894424920585502
OG0005076,KAF1451758.1,KAF1410934.1,0.00888888888888889
OG0003918,KAF1465835.1,KAF1448675.1,0.008888888888888889
OG0004896,KAF1466660.1,KAF1443669.1,0.008885076453014685
OG0004073,KAF1445496.1,KAF1397099.1,0.008849557522123894
OG0004982,KAF1448500.1,KAF1460468.1,0.008849557522123894
OG0007330,KAF1461765.1,KAF1415244.1,0.008849557522123894
OG0008529,KAF1435048.1,KAF1430657.1,0.008849557522123894
OG0008766,KAF1433780.1,KAF1461239.1,0.008849557522123894
OG0005552,KAF1433736.1,KAF1436329.1,0.008842923259145048
OG0006789,KAF1440506.1,KAF1438139.1,0.008842923259145046
OG0008040,KAF1462124.1,KAF1445742.1,0.008838834764831846
OG0008821,KAF1462613.1,KAF1455992.1,0.008838834764831846
OG0009283,KAF1458553.1,KAF1401558.1,0.008838834764831846
OG0007911,KAF1451954.1,KAF1412615.1,0.008838834764831844
OG0008280,KAF1456453.1,KAF1435966.1,0.008838834764831844
OG0007230,KAF1449651.1,KAF1399573.1,0.008838834764831842
OG0009827,KAF1465406.1,KAF1457009.1,0.008838834764831842
OG0008168,KAF1452154.1,KAF1403905.1,0.00883699391616774
OG0009090,KAF1442211.1,KAF1432206.1,0.00883699391616774
OG0010014,KAF1452374.1,KAF1440357.1,0.008820742977178268
OG0005058,KAF1435532.1,KAF1403240.1,0.008820361977499261
OG0004586,KAF1467160.1,KAF1444542.1,0.008818751126281638
OG0008790,KAF1433669.1,KAF1397353.1,0.008810572687224672
OG0010200,KAF1441827.1,KAF1416790.1,0.008810572687224672
OG0005220,KAF1449503.1,KAF1430764.1,0.00881057268722467
OG0008967,KAF1456878.1,KAF1432352.1,0.008790279584488945
OG0005526,KAF1433864.1,KAF1404767.1,0.008783935170019224
OG0009037,KAF1433862.1,KAF1431440.1,0.008783935170019224
OG0010230,KAF1459339.1,KAF1412036.1,0.008783935170019224
OG0008764,KAF1433873.1,KAF1436563.1,0.008783935170019222
OG0009540,KAF1454633.1,KAF1449826.1,0.008783935170019222
OG0008232,KAF1453103.1,KAF1406511.1,0.00878393517001922
OG0010429,KAF1440743.1,KAF1409258.1,0.008774738913560778
OG0006771,KAF1457085.1,KAF1428200.1,0.008771929824561403
OG0008651,KAF1446241.1,KAF1419391.1,0.008771929824561403
OG0009299,KAF1467123.1,KAF1407562.1,0.008771929824561403
OG0009321,KAF1443774.1,KAF1445750.1,0.008771929824561403
OG0009702,KAF1451429.1,KAF1457869.1,0.008755406881138388
OG0008912,KAF1449533.1,KAF1434868.1,0.008748177652797067
OG0006412,KAF1467977.1,KAF1422652.1,0.008748177652797066
OG0009485,KAF1449405.1,KAF1430763.1,0.008748177652797064
OG0009195,KAF1446261.1,KAF1404545.1,0.008733624454148471
OG0008536,KAF1439733.1,KAF1436313.1,0.00872971334798207
OG0005650,KAF1431599.1,KAF1415066.1,0.008729713347982067
OG0006490,KAF1444291.1,KAF1432709.1,0.008729713347982067
OG0008978,KAF1440302.1,KAF1436198.1,0.008729713347982067
OG0010390,KAF1435827.1,KAF1417592.1,0.00872569676357117
OG0004781,KAF1432399.1,KAF1452988.1,0.00871704534798284
OG0006955,KAF1451468.1,KAF1435955.1,0.00871704534798284
OG0008050,KAF1442430.1,KAF1403131.1,0.00871704534798284
OG0004369,KAF1465223.1,KAF1454908.1,0.008703772902356166
OG0010006,KAF1444457.1,KAF1400851.1,0.008689484254212572
OG0007757,KAF1432604.1,KAF1430705.1,0.008686133839656662
OG0010233,KAF1459282.1,KAF1410943.1,0.008664557308407901
OG0005487,KAF1448097.1,KAF1458755.1,0.008661243950865602
OG0003682,KAF1439738.1,KAF1459091.1,0.00865800865800866
OG0008203,KAF1453717.1,KAF1425981.1,0.00865800865800866
OG0008897,KAF1461935.1,KAF1409656.1,0.008658008658008658
OG0009590,KAF1440396.1,KAF1426193.1,0.008637889372956254
OG0007575,KAF1457927.1,KAF1419978.1,0.008623253429104243
OG0009317,KAF1462327.1,KAF1399101.1,0.008623253429104243
OG0009134,KAF1458527.1,KAF1444377.1,0.008623253429104239
OG0005269,KAF1449522.1,KAF1399522.1,0.008623253429104237
OG0006139,KAF1440732.1,KAF1406811.1,0.008623253429104236
OG0006229,KAF1437976.1,KAF1424302.1,0.008623253429104236
OG0009741,KAF1438810.1,KAF1416581.1,0.008623253429104236
OG0007142,KAF1450163.1,KAF1400234.1,0.008620689655172415
OG0006645,KAF1438855.1,KAF1456048.1,0.00862068965517241
OG0009574,KAF1439727.1,KAF1455693.1,0.00862068965517241
OG0009894,KAF1431607.1,KAF1399018.1,0.0085947008518708
OG0010147,KAF1458313.1,KAF1418654.1,0.008583690987124465
OG0004722,KAF1460149.1,KAF1421125.1,0.008583690987124462
OG0003943,KAF1462212.1,KAF1440209.1,0.008570991287109668
OG0006905,KAF1433697.1,KAF1454402.1,0.008570991287109668
OG0010502,KAF1435118.1,KAF1452071.1,0.008569858157637885
OG0010185,KAF1436584.1,KAF1430731.1,0.008564649450290833
OG0010083,KAF1457592.1,KAF1451361.1,0.008564569907335385
OG0006794,KAF1461836.1,KAF1421317.1,0.00856214504982595
OG0007137,KAF1461528.1,KAF1426135.1,0.00854700854700855
OG0004439,KAF1437424.1,KAF1453242.1,0.008547008547008546
OG0008787,KAF1463982.1,KAF1431653.1,0.008547008547008544
OG0003968,KAF1451474.1,KAF1404709.1,0.008546696378833459
OG0006448,KAF1453084.1,KAF1459669.1,0.008542596773456486
OG0009164,KAF1437938.1,KAF1425259.1,0.008522483564817218
OG0004833,KAF1450294.1,KAF1402100.1,0.008519358809476477
OG0004903,KAF1448315.1,KAF1435262.1,0.008519358809476477
OG0007893,KAF1453951.1,KAF1456052.1,0.008519358809476475
OG0008990,KAF1434300.1,KAF1446784.1,0.008519358809476475
OG0009244,KAF1456795.1,KAF1444962.1,0.008510638297872339
OG0008882,KAF1461958.1,KAF1409644.1,0.008505908642482884
OG0010004,KAF1450147.1,KAF1456687.1,0.008490620253315689
OG0005753,KAF1439334.1,KAF1453196.1,0.008490445135141557
OG0005465,KAF1462383.1,KAF1445319.1,0.00847795619348091
OG0005504,KAF1437608.1,KAF1454534.1,0.008475743054613074
OG0007641,KAF1444237.1,KAF1410931.1,0.008475743054613068
OG0005445,KAF1440581.1,KAF1427030.1,0.008474576271186442
OG0008820,KAF1462694.1,KAF1455993.1,0.00847457627118644
OG0007380,KAF1467299.1,KAF1408606.1,0.008471288674605067
OG0007101,KAF1460417.1,KAF1454515.1,0.008468344684868836
OG0008948,KAF1442514.1,KAF1409499.1,0.008468344684868836
OG0006486,KAF1447322.1,KAF1446124.1,0.008468344684868833
OG0008929,KAF1449423.1,KAF1450610.1,0.008468344684868833
OG0003805,KAF1432304.1,KAF1402126.1,0.008468344684868831
OG0006125,KAF1449108.1,KAF1401195.1,0.008468344684868831
OG0006305,KAF1454111.1,KAF1406762.1,0.008468344684868831
OG0008899,KAF1461882.1,KAF1409662.1,0.008468344684868831
OG0006870,KAF1438927.1,KAF1453356.1,0.00844902832960428
OG0009627,KAF1442179.1,KAF1453554.1,0.008449028329604275
OG0004885,KAF1439362.1,KAF1447082.1,0.008446516354424753
OG0006299,KAF1454089.1,KAF1437154.1,0.008446516354424753
OG0007228,KAF1453437.1,KAF1439322.1,0.008446516354424753
OG0009557,KAF1433497.1,KAF1458942.1,0.008446516354424753
OG0006355,KAF1463812.1,KAF1437693.1,0.008438818565400843
OG0008569,KAF1435071.1,KAF1437302.1,0.008438818565400843
OG0009148,KAF1435455.1,KAF1457906.1,0.008438818565400841
OG0003979,KAF1458534.1,KAF1439970.1,0.008432740427115679
OG0004763,KAF1463986.1,KAF1434811.1,0.008417937871268422
OG0006158,KAF1462944.1,KAF1449233.1,0.008417937871268422
OG0004133,KAF1448903.1,KAF1444661.1,0.008417490525028104
OG0006748,KAF1457779.1,KAF1399009.1,0.008417490525028102
OG0007219,KAF1438584.1,KAF1395804.1,0.008417490525028102
OG0005034,KAF1447162.1,KAF1428195.1,0.008412643100758519
OG0007831,KAF1437152.1,KAF1401618.1,0.008412390786691351
OG0004745,KAF1460128.1,KAF1424774.1,0.008403361344537818
OG0008018,KAF1462241.1,KAF1439285.1,0.008403361344537816
OG0006932,KAF1466851.1,KAF1427410.1,0.008403361344537815
OG0008686,KAF1451786.1,KAF1422879.1,0.008403361344537815
OG0004598,KAF1467049.1,KAF1456861.1,0.008388663502682117
OG0005046,KAF1435312.1,KAF1411923.1,0.008388663502682117
OG0006733,KAF1457065.1,KAF1438113.1,0.00838552629320247
OG0004503,KAF1443813.1,KAF1456827.1,0.008373496125402063
OG0005052,KAF1450627.1,KAF1429054.1,0.008371415529925987
OG0006551,KAF1432493.1,KAF1452955.1,0.008368200836820083
OG0010132,KAF1457928.1,KAF1419974.1,0.008368200836820081
OG0006510,KAF1434777.1,KAF1397983.1,0.008368127588006482
OG0009409,KAF1461241.1,KAF1409901.1,0.00836812758800648
OG0004010,KAF1438425.1,KAF1395768.1,0.008362940740230801
OG0006491,KAF1454734.1,KAF1425459.1,0.008351913809763266
OG0010300,KAF1447360.1,KAF1420054.1,0.008333333333333333
OG0008989,KAF1434303.1,KAF1442770.1,0.008331597764568632
OG0008841,KAF1435087.1,KAF1429461.1,0.008327656204649815
OG0003747,KAF1451225.1,KAF1444719.1,0.00831890330807703
OG0004988,KAF1462520.1,KAF1418108.1,0.00831890330807703
OG0010332,KAF1437659.1,KAF1443854.1,0.008316303818385102
OG0009366,KAF1447169.1,KAF1405538.1,0.008307198117836343
OG0007881,KAF1439079.1,KAF1429679.1,0.008303355060281962
OG0005244,KAF1454052.1,KAF1440947.1,0.008278213770074292
OG0007496,KAF1439672.1,KAF1404725.1,0.008275303185078305
OG0004385,KAF1437277.1,KAF1409498.1,0.008270254750719854
OG0007304,KAF1448735.1,KAF1413460.1,0.008270254750719854
OG0003786,KAF1459205.1,KAF1445650.1,0.008264462809917356
OG0004901,KAF1448346.1,KAF1456235.1,0.008264462809917356
OG0008435,KAF1435828.1,KAF1417591.1,0.008264462809917356
OG0009579,KAF1445437.1,KAF1455578.1,0.008264462809917356
OG0005218,KAF1449411.1,KAF1454036.1,0.008258060523861199
OG0004409,KAF1460938.1,KAF1454605.1,0.008247440211391175
OG0005627,KAF1440415.1,KAF1426189.1,0.008247440211391172
OG0007308,KAF1454765.1,KAF1415243.1,0.008246143220834374
OG0009993,KAF1431651.1,KAF1430330.1,0.008243079208846989
OG0003855,KAF1452304.1,KAF1436286.1,0.008230452674897122
OG0008356,KAF1433715.1,KAF1398541.1,0.008230452674897118
OG0004124,KAF1444369.1,KAF1410977.1,0.008226890601245417
OG0005915,KAF1438507.1,KAF1447517.1,0.008222171874262184
OG0006940,KAF1466825.1,KAF1427414.1,0.00822217187426218
OG0008658,KAF1446275.1,KAF1409370.1,0.00822217187426218
OG0010169,KAF1440095.1,KAF1435286.1,0.00822217187426218
OG0004394,KAF1456788.1,KAF1444965.1,0.008222171874262179
OG0004379,KAF1448866.1,KAF1457984.1,0.008205389006083204
OG0008205,KAF1453691.1,KAF1425985.1,0.008198339492017943
OG0007527,KAF1455149.1,KAF1404643.1,0.008192273387234713
OG0006931,KAF1466827.1,KAF1427420.1,0.00819227338723471
OG0004272,KAF1453721.1,KAF1450451.1,0.008174644869208643
OG0005064,KAF1450631.1,KAF1409068.1,0.008174644869208643
OG0010388,KAF1435759.1,KAF1417539.1,0.008174644869208643
OG0006737,KAF1457081.1,KAF1449572.1,0.00817464486920864
OG0007908,KAF1451978.1,KAF1412611.1,0.008174644869208639
OG0010350,KAF1433627.1,KAF1404492.1,0.008163265306122446
OG0009964,KAF1437640.1,KAF1425316.1,0.008146424857143484
OG0007385,KAF1461555.1,KAF1420832.1,0.008137839677020526
OG0004958,KAF1453578.1,KAF1404549.1,0.008130081300813014
OG0006109,KAF1451519.1,KAF1454298.1,0.008130081300813004
OG0005382,KAF1460115.1,KAF1406098.1,0.008127664151569512
OG0009016,KAF1434862.1,KAF1447287.1,0.008110893188023771
OG0003706,KAF1435393.1,KAF1459696.1,0.008110893188023766
OG0008592,KAF1446352.1,KAF1432173.1,0.008110893188023766
OG0004601,KAF1467159.1,KAF1407558.1,0.00810437571560513
OG0004456,KAF1467118.1,KAF1437020.1,0.008104375715605128
OG0007779,KAF1434822.1,KAF1456145.1,0.008097165991902834
OG0006183,KAF1437565.1,KAF1397105.1,0.00808823544496762
OG0006199,KAF1444230.1,KAF1446778.1,0.008081220356417685
OG0006363,KAF1447038.1,KAF1405946.1,0.008081220356417685
OG0006674,KAF1455446.1,KAF1451145.1,0.008081220356417685
OG0006700,KAF1451209.1,KAF1455765.1,0.008081220356417685
OG0006730,KAF1457101.1,KAF1444913.1,0.008081220356417685
OG0010375,KAF1438480.1,KAF1448052.1,0.008081220356417685
OG0009375,KAF1457474.1,KAF1434649.1,0.008072447572201406
OG0007370,KAF1461565.1,KAF1431945.1,0.008067034847368315
OG0005133,KAF1461004.1,KAF1410786.1,0.008064516129032261
OG0009870,KAF1443207.1,KAF1441978.1,0.008058196936598833
OG0004455,KAF1459539.1,KAF1440038.1,0.008035304331665312
OG0005509,KAF1434073.1,KAF1447379.1,0.008035304331665312
OG0007057,KAF1461056.1,KAF1458918.1,0.008035304331665312
OG0008239,KAF1466905.1,KAF1454927.1,0.00803530433166531
OG0003925,KAF1445617.1,KAF1408090.1,0.008032128514056222
OG0006527,KAF1434790.1,KAF1406280.1,0.008018753738744803
OG0006396,KAF1443169.1,KAF1456997.1,0.008017804717646888
OG0004748,KAF1463912.1,KAF1396621.1,0.00800576622827438
OG0006861,KAF1460290.1,KAF1395912.1,0.008
OG0007691,KAF1457617.1,KAF1431569.1,0.008
OG0005595,KAF1445419.1,KAF1442270.1,0.007989907132051386
OG0008389,KAF1435848.1,KAF1446937.1,0.007989907132051386
OG0009618,KAF1448311.1,KAF1411750.1,0.007989907132051386
OG0008238,KAF1448547.1,KAF1460326.1,0.007989907132051385
OG0008705,KAF1449680.1,KAF1457433.1,0.007989907132051385
OG0008895,KAF1461949.1,KAF1442608.1,0.007989907132051385
OG0004921,KAF1436520.1,KAF1402516.1,0.007989907132051381
OG0009238,KAF1448827.1,KAF1419583.1,0.00796812749003984
OG0005158,KAF1434569.1,KAF1424524.1,0.007968127490039837
OG0007418,KAF1440589.1,KAF1441755.1,0.007963451988822423
OG0003865,KAF1441902.1,KAF1398748.1,0.007962567966188034
OG0008826,KAF1462623.1,KAF1428792.1,0.00795288877527006
OG0006184,KAF1465285.1,KAF1422828.1,0.007952888775270056
OG0005088,KAF1451766.1,KAF1459675.1,0.007945020013331994
OG0006879,KAF1466840.1,KAF1410516.1,0.007945020013331994
OG0007423,KAF1465386.1,KAF1408636.1,0.007945020013331994
OG0007931,KAF1451963.1,KAF1426809.1,0.007945020013331994
OG0008635,KAF1459222.1,KAF1457403.1,0.007945020013331994
OG0004105,KAF1443501.1,KAF1455818.1,0.00790513833992095
OG0008940,KAF1457318.1,KAF1408648.1,0.00790513833992095
OG0007511,KAF1456945.1,KAF1399028.1,0.007905138339920946
OG0008931,KAF1449527.1,KAF1413856.1,0.007905138339920946
OG0006063,KAF1455500.1,KAF1448962.1,0.007901579815429608
OG0009472,KAF1449553.1,KAF1434258.1,0.007901579815429606
OG0004286,KAF1435964.1,KAF1410814.1,0.007900634426665339
OG0005288,KAF1437185.1,KAF1454317.1,0.007900634426665337
OG0006844,KAF1435555.1,KAF1454577.1,0.007900634426665335
OG0007495,KAF1439694.1,KAF1404729.1,0.007900634426665335
OG0007574,KAF1465726.1,KAF1419977.1,0.007893791955219286
OG0007898,KAF1453958.1,KAF1454717.1,0.007890016053382189
OG0008644,KAF1445574.1,KAF1458241.1,0.00788618140229289
OG0005403,KAF1452127.1,KAF1447274.1,0.0078786270884295
OG0009207,KAF1455402.1,KAF1445214.1,0.007878627088429499
OG0004216,KAF1461851.1,KAF1418747.1,0.007874015748031496
OG0006938,KAF1466844.1,KAF1427423.1,0.007872958216222171
OG0007238,KAF1435999.1,KAF1431514.1,0.007856742013183864
OG0004594,KAF1453689.1,KAF1460902.1,0.007856742013183862
OG0005801,KAF1456648.1,KAF1454509.1,0.007856742013183862
OG0009490,KAF1431977.1,KAF1449912.1,0.007856742013183862
OG0007428,KAF1440585.1,KAF1441756.1,0.00785674201318386
OG0003861,KAF1441905.1,KAF1449031.1,0.007834978184892493
OG0007002,KAF1448316.1,KAF1450835.1,0.007825845823588428
OG0008581,KAF1449017.1,KAF1444481.1,0.007825845823588428
OG0009020,KAF1467981.1,KAF1431512.1,0.007825845823588428
OG0005727,KAF1448302.1,KAF1460351.1,0.00781333459874638
OG0007396,KAF1457573.1,KAF1451362.1,0.00781333459874638
OG0008009,KAF1455099.1,KAF1409685.1,0.00781333459874638
OG0008553,KAF1442641.1,KAF1452111.1,0.00781333459874638
OG0009359,KAF1442445.1,KAF1398771.1,0.00781333459874638
OG0010191,KAF1436585.1,KAF1430728.1,0.00781333459874638
OG0004673,KAF1462238.1,KAF1403545.1,0.0078125
OG0005224,KAF1434565.1,KAF1429347.1,0.0078125
OG0007522,KAF1437987.1,KAF1411804.1,0.0078125
OG0009561,KAF1433606.1,KAF1424718.1,0.0078125
OG0007643,KAF1444251.1,KAF1411132.1,0.007808092988070074
OG0009703,KAF1451527.1,KAF1451912.1,0.00780454979146854
OG0004662,KAF1462260.1,KAF1399107.1,0.007804512358107411
OG0008579,KAF1449024.1,KAF1444487.1,0.0078009227477171305
OG0004151,KAF1448878.1,KAF1419445.1,0.007791177621950485
OG0005328,KAF1437685.1,KAF1444186.1,0.007784498011545516
OG0005203,KAF1449483.1,KAF1416745.1,0.007782101167315175
OG0008226,KAF1444017.1,KAF1447371.1,0.007782101167315175
OG0008939,KAF1457323.1,KAF1436251.1,0.007782101167315175
OG0007052,KAF1455400.1,KAF1440264.1,0.007776157913597393
OG0006991,KAF1432154.1,KAF1424622.1,0.007776157913597389
OG0008051,KAF1462127.1,KAF1420254.1,0.00777040418886316
OG0006120,KAF1439537.1,KAF1405786.1,0.007770404188863159
OG0005747,KAF1439338.1,KAF1439395.1,0.0077704041888631585
OG0007270,KAF1440558.1,KAF1409257.1,0.007770404188863158
OG0004425,KAF1445562.1,KAF1454237.1,0.007767043980129496
OG0008083,KAF1462117.1,KAF1449596.1,0.00776412492187427
OG0004830,KAF1449610.1,KAF1416860.1,0.007761064708664817
OG0006300,KAF1454105.1,KAF1406776.1,0.007760186755465368
OG0004101,KAF1434800.1,KAF1434077.1,0.007751937984496124
OG0007177,KAF1445880.1,KAF1430251.1,0.007751549818934108
OG0007078,KAF1466404.1,KAF1461273.1,0.00773759419732274
OG0006035,KAF1451719.1,KAF1445252.1,0.007727942963787406
OG0007542,KAF1438931.1,KAF1460279.1,0.007727942963787403
OG0010427,KAF1439699.1,KAF1442626.1,0.007727942963787403
OG0004969,KAF1453577.1,KAF1404552.1,0.007725282898521382
OG0009452,KAF1434617.1,KAF1414758.1,0.007724831222408971
OG0005953,KAF1433733.1,KAF1452397.1,0.0077220077220077205
OG0005982,KAF1452042.1,KAF1454933.1,0.0077220077220077205
OG0005585,KAF1445493.1,KAF1452626.1,0.007712872341874095
OG0006210,KAF1460210.1,KAF1432412.1,0.007706885898490981
OG0006717,KAF1440781.1,KAF1431402.1,0.007692307692307693
OG0010170,KAF1440085.1,KAF1435289.1,0.007691830694858423
OG0005460,KAF1462220.1,KAF1410505.1,0.007689403325351625
OG0004906,KAF1452158.1,KAF1460828.1,0.007685943273766821
OG0007214,KAF1438610.1,KAF1427174.1,0.007685943273766821
OG0009732,KAF1465822.1,KAF1401118.1,0.007685943273766821
OG0007833,KAF1450765.1,KAF1425650.1,0.007685943273766819
OG0004123,KAF1465415.1,KAF1410976.1,0.007685943273766818
OG0009937,KAF1444011.1,KAF1432409.1,0.007665114159203765
OG0009268,KAF1462802.1,KAF1408092.1,0.007663941626410962
OG0005540,KAF1433641.1,KAF1413279.1,0.007662835249042147
OG0003841,KAF1457319.1,KAF1408639.1,0.007662835249042146
OG0008648,KAF1463229.1,KAF1432281.1,0.007657763977088272
OG0005621,KAF1451476.1,KAF1439022.1,0.007654599333584614
OG0010161,KAF1467478.1,KAF1396907.1,0.007647023432975178
OG0007360,KAF1465806.1,KAF1453228.1,0.007644397634449163
OG0008146,KAF1435905.1,KAF1438547.1,0.007644397634449163
OG0008234,KAF1453068.1,KAF1410983.1,0.007644397634449163
OG0010512,KAF1461936.1,KAF1437545.1,0.007644397634449163
OG0006337,KAF1463941.1,KAF1450109.1,0.007638351836155503
OG0008044,KAF1462276.1,KAF1449595.1,0.007633587786259543
OG0003819,KAF1464573.1,KAF1432209.1,0.007633587786259541
OG0010485,KAF1433834.1,KAF1436561.1,0.007630179769025891
OG0009588,KAF1440383.1,KAF1426183.1,0.00762669229239582
OG0004279,KAF1453684.1,KAF1450456.1,0.0076071110024322295
OG0010089,KAF1445306.1,KAF1455652.1,0.007603298722435996
OG0007420,KAF1440753.1,KAF1441752.1,0.007603298722435994
OG0008467,KAF1441689.1,KAF1399542.1,0.007603298722435993
OG0006059,KAF1451561.1,KAF1456184.1,0.007601628990789374
OG0006451,KAF1457469.1,KAF1449770.1,0.0075835595751801155
OG0006922,KAF1438451.1,KAF1407602.1,0.007583399664672373
OG0003833,KAF1457414.1,KAF1453185.1,0.007575757575757576
OG0003760,KAF1437970.1,KAF1447428.1,0.007574205236384497
OG0008591,KAF1453926.1,KAF1422312.1,0.007565847894967191
OG0007129,KAF1457575.1,KAF1431492.1,0.007562639370979121
OG0008273,KAF1463224.1,KAF1426896.1,0.00756263937097912
OG0008565,KAF1440744.1,KAF1455703.1,0.0075626393709791176
OG0006624,KAF1456932.1,KAF1454816.1,0.007560153527108574
OG0008333,KAF1457292.1,KAF1457270.1,0.007560153527108574
OG0008659,KAF1446336.1,KAF1444407.1,0.007558903811664527
OG0006874,KAF1446095.1,KAF1445161.1,0.007547169811320756
OG0008938,KAF1457329.1,KAF1408655.1,0.007547169811320753
OG0006000,KAF1451996.1,KAF1455221.1,0.007536891516255935
OG0004908,KAF1444111.1,KAF1440214.1,0.007535773866996954
OG0008975,KAF1456510.1,KAF1416279.1,0.007529232524210428
OG0005212,KAF1449366.1,KAF1428573.1,0.007529232524210427
OG0010015,KAF1454408.1,KAF1406178.1,0.007529232524210426
OG0003932,KAF1462211.1,KAF1452801.1,0.007522412565814336
OG0010386,KAF1461320.1,KAF1424422.1,0.007522412565814335
OG0005629,KAF1455145.1,KAF1406921.1,0.007518796992481203
OG0006370,KAF1441095.1,KAF1450614.1,0.007518796992481203
OG0008165,KAF1443796.1,KAF1441950.1,0.007518796992481203
OG0007317,KAF1466671.1,KAF1457960.1,0.007513772217126316
OG0005184,KAF1438116.1,KAF1419284.1,0.007513772217126313
OG0005333,KAF1435908.1,KAF1449166.1,0.007513368246534018
OG0005066,KAF1435522.1,KAF1456708.1,0.007490636704119851
OG0006189,KAF1441832.1,KAF1404196.1,0.007482611441127487
OG0006239,KAF1463868.1,KAF1407238.1,0.007482611441127487
OG0006506,KAF1434750.1,KAF1400769.1,0.007482611441127487
OG0009721,KAF1439526.1,KAF1460986.1,0.007482611441127487
OG0009953,KAF1466841.1,KAF1427411.1,0.007482611441127487
OG0003933,KAF1462374.1,KAF1452803.1,0.007481860939822365
OG0006893,KAF1438284.1,KAF1424447.1,0.007475833711981983
